23,28,25,27,18,20,28,27,22,28,24,25,26,38,28,27,24,27,22,28,21,24,21,16,23
22,19,29,29,30,18,30,21,32,28,25,20,28,23,24,27,36,22,24,19,30,28,22,18,15
30,28,34,24,32,22,24,20,21,21,27,20,31,26,27,21,20,32,19,19,29,19,16,33,23
33,26,24,25,16,33,18,22,30,23,22,35,32,22,22,26,21,26,23,25,13,21,25,33,19
20,22,31,21,36,18,22,16,25,23,19,27,21,27,28,21,23,24,29,24,28,23,35,21,30
23,22,19,19,17,18,25,34,29,23,25,29,22,18,23,29,26,30,23,33,21,28,26,29,23
30,15,28,24,33,20,24,24,22,32,32,24,16,25,31,16,27,23,26,28,15,29,24,27,19
18,23,31,21,24,16,34,25,29,24,25,24,21,28,24,25,25,20,26,23,30,22,21,27,27
20,29,27,23,21,30,24,30,20,24,15,22,25,28,17,27,15,28,29,20,30,19,31,27,32
29,25,33,23,33,18,20,26,17,26,24,31,24,18,21,22,32,23,20,24,21,22,26,24,29
22,31,15,16,26,26,17,25,23,27,28,29,21,27,27,22,21,26,29,20,29,34,25,20,25
27,26,32,20,36,24,22,20,24,22,26,17,30,25,20,24,28,21,26,25,21,22,30,18,23
30,29,31,20,19,21,29,20,23,25,22,25,35,23,34,16,23,24,21,25,25,22,22,25,20
26,28,25,21,30,23,22,29,23,22,22,24,19,25,19,24,26,25,25,24,20,27,30,29,20
30,30,25,21,28,26,25,26,25,23,21,27,22,25,28,17,30,21,25,33,19,21,18,16,24
21,23,25,23,19,17,31,25,20,26,32,29,28,15,22,25,26,26,26,16,23,22,19,36,30
16,31,24,27,22,30,14,26,14,38,18,20,21,29,21,23,21,19,31,21,24,26,29,32,27
22,25,23,19,24,25,28,19,25,17,27,22,27,26,27,19,24,23,19,34,32,26,22,26,22
24,20,24,23,18,29,22,23,34,26,22,17,31,17,23,21,26,29,24,20,16,22,30,25,37
22,27,29,20,16,25,32,14,26,27,18,22,26,21,23,21,20,32,36,28,28,33,24,16,17
27,24,26,19,20,18,28,16,29,28,23,24,27,27,33,13,17,30,22,29,17,29,26,16,33
28,30,32,21,23,33,29,20,22,23,21,20,19,23,28,27,25,22,25,21,29,25,20,15,19
33,30,25,24,24,14,16,27,29,29,18,22,22,23,25,22,29,26,25,23,20,23,19,23,29
26,29,36,23,23,32,24,15,24,19,20,28,25,19,20,27,27,26,19,23,27,15,28,21,22
28,17,24,18,28,20,24,23,26,21,24,22,18,25,17,20,26,24,22,27,32,27,27,21,36
20,33,17,26,27,30,17,29,21,30,24,22,23,19,26,18,22,27,24,17,22,26,24,27,24
16,23,20,41,21,22,24,22,20,21,28,26,19,21,29,22,17,20,24,28,33,26,19,22,30
20,21,25,22,29,24,17,33,27,22,20,18,17,30,28,23,28,24,21,29,24,15,28,26,23
23,24,23,21,30,24,27,26,39,27,21,20,22,23,24,14,20,19,23,22,21,21,24,23,32
17,21,32,28,22,26,19,18,31,32,16,22,19,32,17,26,29,19,19,32,25,22,20,25,23
21,23,27,24,22,21,29,13,21,27,20,24,29,29,24,23,13,18,29,26,32,24,25,31,16
19,25,24,21,24,18,24,19,19,16,27,29,32,38,28,18,21,25,20,27,31,23,26,20,17
31,16,25,25,21,32,17,22,23,30,15,26,21,22,20,17,22,30,26,22,29,21,24,29,24
22,24,30,23,19,27,20,28,20,26,26,22,27,20,16,27,19,17,27,27,25,23,25,29,20
26,29,27,23,25,32,24,21,19,23,28,19,30,19,17,16,30,20,18,30,24,24,20,27,12
24,20,23,20,26,17,22,21,25,27,22,30,24,21,22,28,32,26,17,17,19,23,22,35,20
23,26,24,18,33,20,22,31,31,19,22,19,21,26,16,31,23,28,16,20,31,18,22,20,21
23,28,19,21,19,25,38,15,22,19,20,29,15,24,18,14,32,21,25,22,25,21,21,26,19
27,24,26,17,23,27,21,21,15,28,20,21,28,13,23,25,23,26,26,18,16,19,18,15,21

