71,77,68,75,89,83,80,69,79,69,60,67,70,79,77,97,68,55,70,75
80,73,62,81,79,92,73,77,77,71,70,78,73,66,73,72,63,76,72,70
71,78,72,75,69,83,77,69,73,84,79,77,76,89,65,65,60,70,58,86
71,79,95,85,81,57,78,84,79,68,78,64,65,72,65,72,67,75,64,76
75,80,70,60,66,79,68,61,76,80,51,66,77,88,77,81,84,74,85,76
81,78,63,86,68,80,70,83,76,86,74,65,66,49,72,66,66,84,84,77
70,72,80,66,62,81,64,71,75,66,78,83,89,65,73,75,79,64,85,75
72,88,75,79,79,78,67,73,71,76,70,68,64,77,70,72,81,67,77,68
71,75,80,84,73,64,63,74,79,68,86,73,82,48,71,80,79,81,73,67
71,89,80,81,67,65,69,65,81,74,84,68,72,71,64,80,65,77,76,70
66,79,65,69,63,86,79,90,82,75,78,66,67,66,77,80,75,52,67,85
68,71,73,76,65,69,69,78,71,88,81,72,71,78,69,76,70,76,68,78
59,74,86,62,67,82,75,81,69,64,74,67,82,69,81,79,75,77,76,67
68,78,65,65,66,75,85,71,72,70,70,77,61,98,63,73,75,66,92,76
70,74,64,75,78,69,81,62,56,68,85,96,75,75,82,54,77,74,77,73
68,71,76,78,79,81,98,67,69,69,75,66,78,67,65,72,79,65,72,69
74,85,65,96,58,56,64,67,79,69,75,81,65,85,69,61,85,77,76,77
69,90,74,64,65,69,69,77,70,77,82,93,89,60,59,70,84,68,53,80
74,79,77,89,75,68,81,72,86,61,62,70,92,70,84,66,59,67,68,59
71,72,72,88,64,79,72,70,62,69,79,92,68,70,85,72,74,56,73,71
68,83,71,61,63,90,71,84,83,63,59,72,72,77,72,71,57,77,85,79
75,68,76,79,72,79,91,91,66,74,59,70,69,64,78,82,74,54,76,59
65,76,76,75,74,70,55,82,66,77,67,80,73,66,71,66,78,76,78,85
66,75,68,72,86,70,65,67,69,72,68,69,86,71,76,65,69,81,82,77
75,75,70,72,54,78,73,67,70,88,63,76,82,90,92,65,72,64,69,59
71,68,81,74,86,71,61,66,65,62,70,89,75,71,77,69,75,79,65,77
81,77,83,87,70,84,61,63,77,74,71,63,75,68,54,78,69,65,88,64
59,66,70,72,68,76,95,76,65,67,64,68,88,79,97,74,64,65,71,67
79,75,71,79,71,75,69,67,80,78,71,73,66,66,89,69,65,59,79,69
85,75,63,58,62,63,90,66,73,93,80,77,77,59,85,76,63,75,78,52
70,74,60,54,67,72,87,68,77,62,83,75,71,72,79,69,65,98,65,77
65,70,66,68,61,94,73,73,73,100,62,79,69,54,70,71,75,71,84,67
62,81,86,66,74,92,54,70,66,73,70,62,64,58,83,82,67,66,83,81
56,76,68,80,82,77,71,52,70,72,88,68,82,67,82,73,78,67,75,53
81,81,79,73,80,77,62,68,69,77,60,74,64,71,60,76,65,62,68,84
72,73,70,71,100,79,81,73,72,62,65,68,74,52,71,76,60,84,57,70
59,78,68,65,73,66,73,68,83,80,82,86,62,72,71,71,81,61,63,66
85,65,72,79,63,74,57,73,70,82,69,77,60,61,75,78,65,58,82,73
75,68,75,67,75,70,54,69,73,73,68,63,84,84,74,67,67,64,67,71
75,63,66,69,74,73,67,58,64,73,82,67,91,70,82,63,65,65,65,64
61,58,63,70,65,74,70,72,77,71,62,75,64,71,63,70,66,84,80,75

