20,27,18,19,35,29,24,25,16,24,26,22,24,36,24,22,32,30,26,31,30,31,28,23,30
37,22,30,22,24,35,29,21,24,28,28,22,26,28,27,23,24,22,24,20,30,20,26,28,32
34,22,22,18,28,30,23,31,22,24,21,31,28,35,20,26,28,26,27,26,23,28,22,33,23
34,37,29,23,31,21,35,20,25,28,19,25,21,33,18,28,19,24,31,26,19,28,24,20,33
22,30,17,28,27,22,26,24,37,31,23,28,21,25,33,24,29,30,26,17,31,30,20,28,21
20,29,26,27,26,28,28,37,22,31,34,33,16,20,24,27,16,34,16,30,25,31,28,22,20
24,29,14,25,23,30,23,34,26,26,22,20,33,23,27,14,34,23,33,24,24,19,27,41,32
28,24,24,30,33,16,32,24,27,28,25,23,24,20,36,23,25,25,23,35,33,23,16,29,23
32,19,22,30,28,34,36,29,17,20,23,24,32,23,32,16,23,26,25,34,25,30,25,25,18
22,23,24,35,24,29,24,31,31,29,27,23,25,31,23,25,20,33,29,21,26,19,23,26,22
27,25,16,25,34,30,22,21,25,17,33,30,21,28,31,18,29,26,28,26,31,21,24,29,28
34,22,36,25,28,31,19,25,24,29,23,31,30,18,28,25,29,31,24,21,31,22,18,19,20
24,30,24,29,29,31,29,27,27,17,23,21,23,29,29,26,28,24,28,25,24,29,22,24,21
34,27,29,27,34,28,19,24,26,21,30,24,26,26,29,30,19,29,26,25,26,22,25,14,23
16,22,23,35,25,31,20,21,26,21,28,29,27,34,20,32,27,18,26,32,22,21,30,32,25
23,23,28,31,21,29,28,30,19,27,36,23,20,25,22,27,23,28,29,26,20,23,27,24,30
27,21,30,25,22,26,34,26,25,28,21,22,28,21,18,31,37,30,17,28,24,20,30,28,23
24,28,27,31,27,19,27,26,26,19,24,24,34,20,33,28,18,23,27,27,17,35,34,24,20
26,32,15,29,19,18,37,27,22,27,23,22,26,23,23,30,27,34,27,21,23,23,30,39,18
20,28,14,28,26,23,17,17,34,35,22,22,35,28,28,27,27,26,23,21,32,22,23,38,25
29,25,22,23,33,23,24,32,28,33,24,23,27,22,21,22,20,23,33,29,27,27,23,22,25
22,31,15,16,26,26,17,25,23,27,28,33,21,27,33,26,25,26,29,20,36,34,25,20,29
28,27,27,28,20,24,20,25,31,26,26,21,20,23,38,22,25,20,25,25,26,21,34,28,30
26,22,26,27,28,22,32,27,30,25,23,23,36,28,24,20,31,24,19,27,18,21,24,27,28
28,28,25,21,30,23,22,29,23,26,22,30,26,25,19,24,31,25,25,24,20,27,36,29,20
16,36,29,26,25,26,35,30,30,25,23,32,20,28,23,19,19,25,17,30,23,23,22,32,23
28,25,31,18,26,24,25,24,27,21,28,27,21,26,28,23,21,21,28,28,28,30,29,23,26
35,22,19,15,34,21,26,23,34,18,27,30,21,27,21,26,30,23,19,17,32,19,32,30,35
23,30,27,25,28,31,21,38,22,19,27,27,31,32,27,16,26,23,23,23,24,23,23,23,23
29,33,22,30,25,26,18,21,26,37,27,19,29,22,19,22,27,29,24,17,26,33,29,24,21
23,17,17,26,24,24,27,28,31,25,26,21,26,26,20,31,26,25,21,30,32,24,28,34,22
28,16,31,31,29,21,21,20,21,20,21,24,34,22,28,22,22,39,28,26,28,26,27,24,24
31,24,26,19,20,18,36,16,29,31,23,24,27,30,33,13,17,30,22,38,17,29,26,16,38
27,25,21,24,28,25,20,35,30,26,23,19,31,20,29,24,27,25,24,27,24,18,30,23,26
20,26,18,26,28,26,21,21,30,29,28,29,17,16,35,24,27,26,24,35,31,18,29,25,22
18,28,31,21,24,16,34,25,29,24,25,24,21,28,24,31,25,20,26,23,30,22,21,27,33
32,20,25,14,22,19,21,25,33,21,18,24,33,24,26,25,27,35,32,26,27,25,26,25,24
29,25,33,28,33,18,20,26,17,26,24,31,24,22,24,22,32,23,20,24,21,22,26,30,29
30,28,34,24,32,22,24,20,21,27,27,20,31,26,31,21,20,32,19,19,29,19,16,33,23
22,19,29,29,35,18,30,21,32,28,25,20,28,23,24,27,40,22,24,19,30,28,22,18,15
33,26,24,25,16,33,18,30,30,23,22,35,32,22,22,26,21,26,23,25,13,21,25,33,23
20,22,31,21,36,18,22,16,25,23,19,27,21,31,28,21,29,24,29,24,28,23,37,21,30
23,22,19,19,17,18,30,34,34,23,25,29,22,18,23,29,26,30,23,35,21,28,26,29,23
21,14,33,31,26,37,30,24,21,28,25,26,19,20,30,24,26,32,26,17,19,27,22,29,18
28,15,29,29,30,25,23,29,33,23,24,23,17,25,14,25,21,29,32,13,26,25,27,28,32
33,25,26,24,20,29,17,26,30,23,31,27,32,20,32,21,32,24,31,21,21,26,17,18,18
22,25,23,19,24,25,28,19,25,17,27,22,38,26,27,23,24,28,19,34,32,26,22,26,22
30,29,31,20,22,21,29,20,23,29,22,25,35,23,41,16,23,24,21,25,25,22,22,25,20
20,29,27,23,21,30,24,30,20,24,15,22,25,28,20,27,20,28,29,20,30,19,31,27,34
29,25,29,26,34,29,17,25,28,16,30,27,29,32,30,27,21,17,18,25,21,18,20,27,21
23,28,25,27,18,20,28,27,22,28,24,25,26,38,28,27,24,27,22,28,21,24,21,16,23
30,15,28,24,33,20,24,24,22,32,32,24,16,25,31,16,27,23,26,28,15,29,24,27,24
33,30,25,21,28,26,25,26,25,23,21,31,22,25,28,17,30,21,25,38,19,21,18,16,24
22,27,29,23,16,25,32,14,26,27,18,22,26,21,23,26,20,32,36,28,33,33,24,16,17
16,31,24,27,22,30,14,26,14,38,18,20,21,29,21,23,21,23,31,29,24,26,29,32,27
20,33,17,26,27,30,17,29,21,30,24,22,23,22,26,18,22,27,27,23,22,26,30,27,27
17,21,32,28,22,26,24,18,31,32,16,22,19,32,17,29,32,26,19,32,25,27,20,25,23
21,23,25,23,19,17,31,25,20,26,32,29,31,15,22,25,26,33,26,16,23,22,19,36,30
23,24,23,21,30,24,27,26,46,27,21,20,22,23,24,14,20,19,30,22,21,27,24,23,32
20,21,25,22,32,24,17,33,27,31,20,18,17,30,28,23,28,30,21,29,24,15,28,26,23
28,30,32,21,28,33,29,20,22,23,21,20,19,23,28,27,25,22,25,21,35,25,20,15,19
27,26,32,20,36,24,22,20,24,22,26,17,30,25,20,24,28,21,26,25,21,22,30,18,23
26,29,36,23,23,32,24,15,24,19,20,28,25,19,23,27,27,34,19,23,27,15,28,21,22
22,24,37,23,19,27,20,28,20,26,26,22,27,26,16,30,19,17,27,30,25,23,25,29,20
24,20,24,23,18,29,22,23,34,26,22,17,31,17,23,21,26,29,24,20,16,22,30,25,41
16,23,20,41,21,25,24,22,20,21,28,26,19,21,36,22,17,20,24,28,33,26,19,22,30
33,17,24,18,28,20,24,23,26,21,24,22,18,25,17,20,26,24,22,27,32,27,27,21,36
33,30,25,24,24,14,16,27,29,29,18,22,22,23,25,22,29,26,27,23,20,23,19,23,29
31,16,25,28,21,32,17,22,23,33,15,26,21,28,20,17,22,30,26,22,29,21,24,29,24
19,25,24,21,27,18,24,19,19,16,27,29,32,38,28,18,21,25,20,34,31,23,26,20,17
24,20,23,20,30,17,22,21,25,31,22,30,24,21,22,28,32,31,17,17,19,23,22,40,20
21,23,27,24,22,21,29,13,21,27,20,24,29,36,24,23,13,18,29,26,32,24,25,31,16
23,26,24,18,33,20,22,31,31,19,22,19,21,26,16,31,23,28,16,20,38,18,22,27,21
26,29,27,23,25,32,24,21,19,23,33,19,30,19,17,19,30,20,18,30,24,24,20,27,12
23,28,19,21,19,25,38,15,22,19,20,29,15,24,18,14,32,21,25,22,25,21,21,26,19
27,24,26,17,23,27,26,21,15,28,20,21,28,13,23,25,23,26,32,18,16,19,18,15,21

